id,name,description,neighborhood_overview
2145806,Zen bedroom in SD/SouthPark home,"Light,bright comfortable bedroom for 1-2 people in a beautiful home in the cool neighborhood of SouthPark. Close to restaurants, Gaslamp/downtown, Balboa Park and the zoo! Bus within walking distance. Enjoy kitchen privileges and private bath.<br /><br /><b>The space</b><br />The bedroom is big enough for 1 or 2 people with a queen size tempur pedic bed.  The bathroom will be private for you and has a tub/ shower ( the owner does keep a few things in that bathroom for storage only).  The backyard is beautiful for viewing from the balcony or feel free to walk down into the yard and enjoy sitting on the love seat swing surrounded by nature.<br /><br /><b>Guest access</b><br />Guests have access to a fully stocked kitchen.  A flat screen TV is in the bedroom as well as wifi.  Coffee/ tea/ light continental breakfast provided. Feel free to grill on the BBQ on the balcony.  Laundry facilities are available on the property.  Parking is available on street and is never a problem. The downstai",SouthPark has a great neighborhood feel to it.  There are restaurants and bars(wine bars and micro brew) within walking distance. Two wonderful yoga studios are nearby (Ginseng and Mosaic).  We are close to the Gaslamp/downtown SD and Convention Center.  Balboa Park and the Zoo are a 5 minute drive away!
2150364,Studio - Beach & Boardwalk are Open-Book Now!,"Studio apartment with Boardwalk Patio privileges.  <br /><br />The studio has a kitchen area with small table and chairs. <br /><br />The bathroom has a show/tub combination.<br /><br />NO SMOKING ALLOWED.<br /><br /><b>The space</b><br />Studio apartment with Boardwalk Patio privileges.  The studio has a kitchen area with small table and chairs. The bathroom has a show/tub combination.<br /><br />PLEASE READ AND AGREE BEFORE INQUIRING: The unit is suitable only for 2 adults (a couple possibly with one infant or small child - 5 years old or younger). There is no access to the patio for non-guests. Due to the small shared area of the patio available to the studio, no one can be invited to come to the patio.<br /><br />Mission Beach studio apartment. This unit may be rented in conjunction with an oceanfront beach house. See vacation rental by owner listing 4 5 5 1 2 8.<br /><br />Consider staying during off-peak season times.<br /><br />If families want to get together to book for 4 week","Mission Beach is a dynamic place with a lot going on. The studio is centrally located within walking distance to Belmont Park (Amusement Park) to the south, and Pacific Beach to the north."
2150980,"Ocean View 6BR/4BA, steps to beach","Experience Ocean Views from two identical connected Mission Beach townhouses rented together to create the perfect spot for your next gathering. The connected townhomes are each three levels, 2,300 square feet total and are 50 steps to the boardwalk.<br /><br /><b>The space</b><br />714 and 716 Whiting Court are connected on the second floor kitchen level via two lockable doors in each dining room and via a common front patio with a relaxing sitting-down view of the ocean, surf, sand and boardwalk. This unique configuration is perfect for many vacationers. It works great for two large families who want to vacation together, but may want some privacy as well. It is also appealing to groups with children as one side of the home could be the 'kid zone' with kid shows, toys, nap areas; and the other side could be the 'adult area' with adult beverages, visiting past 'bedtime' without toys scattered about!<br /><br /><b>Guest access</b><br />You can't beat the location! The property is steps","Enjoying the people-watching on the beach, riding bikes along the boardwalk, surfing or swimming in the ocean just steps away."
2151531,Oceanfront House-Water is Open-Book Now!,"Why not CHILL at the Beach during the lockdown?<br /><br />The house is oceanfront - located right on the boardwalk in Mission Beach. It is a great place to people watch.  It is not possible to get any closer to the beach.<br /><br />NO SMOKING ALLOWED.<br /><br />https://www.google.com/maps/place/3495+Ocean+Front+Walk,+San+Diego,+CA+92109/@32.7781543,-117.2532893,3a,75y,84.48h,88.61t/data=!3m6!1e1!3m4!1sAv77uQJv2108Oj1Kd78WCw!2e0!7i13312!8i6656!4m5!3m4!1s0x80dc01e2f4e3e9b1:0xf0ae55288fb876e2!8m2!3d32.7781956!4d-117.2531159<br /><br /><b>The space</b><br />Family oriented home with Cabana<br /><br />The house has many returning guests.<br /> <br />3 Bedroom 2 Bath detached house - sleeps 8+: 1 king, 1 queen, 1 single, 2 twin bunks, and a roll-away twin bed.<br /><br />Additionally, there are 3 cots. And in the cabana, there is a futon which may be used for sleeping. There is a Graco Pack 'n Play crib for infants. It has an additional mattress and sheets in case they will sleep in the c","Since the cross-street is El Carmel Point, it is strategically located to take advantage of on and off-street parking. El Carmel Place offers off-street parking where cars may be parked overnight on the bayside.<br /><br />Update: For the summer 2014, there is a lifeguard station at the end of El Carmel Place (right next to the house).  This is good for kids!"
2153431,Newley  Constructed Luxury Townhome Steps to Sand,"This gorgeous, contemporary townhouse is the newest building in South Mission Beach. Built from the ground up in 2014 with all the modern conveniences, 3 balconies, multiple TVs, Xbox One, extra-strong wi-fi,  and 2 fireplaces. Steps from both the beach and the bay and the world-famous Mission Beach Sunset and Green Flash. You'll love it here! <br /><br />Video: https://www.youtube.com/watch?v=nH5Twdp7vzQ&feature=youtu.be<br /><br /><b>The space</b><br />It is a one of a kind modern 1700 sq foot 3 bedroom, 3 bath, with a sleek style that you won't forget. It has 2 fireplaces (one in the bedroom) and 3 decks with ocean peeks and great views of the bay with the sailboat masts extending your daydreams. There are 6 skylights and lighted ceiling fans in every room. <br /><br />Bedding: Master 1 - The ""Sunrise Room"" offers a very comfortable CA King-sized bed and fireplace and private balcony. If you leave the curtains open you will wake up with the sun rising right in front of you! <br /><b",Not all beach towns are created equally. South Mission Beach (S'Mish) is the best of the best. It's essentially San Diego's largest cul-de-sac. Why would you stay anywhere else? ;-)
2153882,Beach & Bay Getaway!  2BR / 2BA  Exclusive Patio,"This cozy condo is a comfortable & casual 2br/2ba Mission Beach condo which has been recently updated & modernized to insure maximum comfort & enjoyment to its guests. In addition, the living area opens up directly to the ""exclusive"" outdoor patio area so guests can enjoy the indoor/outdoor living Southern California is known for.<br /><br />This condo is ideally located just steps away from both the beach as well as the bay & has all the amenities you need to have an amazing vacation or stay of any kind.<br /><br /><b>The space</b><br />725 Capistrano is the private ground floor with an ""exclusive and enclosed"" patio/courtyard and is a great place for couples, small families, or groups of 5 or fewer who are looking for a memorable place for a special occasion or just to treat yourself.  <br /><br />Additional amenities you will enjoy are:<br /><br />- Living room equipped with a Samsung 48” Smart HDTV, Home Theater sound and DVD player.<br /><br />- A fully equipped kitchen complete w","Excellent neighborhood with great neighbors who are not loud & obnoxious, but very friendly.   Located within a few yards/meters to the ocean front beach or Mission Bay.  Great place for any vacation!"
2164379,Detached Private Studio Apartment with View,"Private modern studio apartment in University Heights/North Park. Gorgeous canyon view deck overlooking Mission Valley. King temperpedic bed, new kitchen and bath, WiFi, Flatscreen and in ceiling surround sound. Close to restaurants, coffee, nightlife, freeway access, San Diego Zoo and Balboa Park. Private entrance. LGBT friendly.<br /><br /><b>The space</b><br />We have a weather station on the property, search ""Between the Heights KCASANDI217"" via a search engine to see the forecast and current conditions.<br /><br /><b>Guest access</b><br />Guest may access the studio and shared deck with gas fire pit.<br /><br /><b>Other things to note</b><br />There is ample street parking available in the neighborhood.","Over the last decade, 30th Street has become well-known nationally for its prominent craft beer culture. In 2009, Men's Journal named San Diego the best beer city in the United States and said that ""30th Street in North and South Parks is easily the nation's best beer boulevard."" The magazine pointed out that San Diego now has more microbreweries than Portland, Oregon, and went on to say that it ""is the new beer capital of the U.S."" and that ""the variety of beers across the city is the most eclectic in the country.""<br /><br />As more microbreweries have opened throughout San Diego county, 30th Street has become the spotlight for the region's craft beer. The neighborhood is home to multiple breweries including Belching Beaver Brewery,Thorn Street Brewery, Modern Times Beer and Mike Hess Brewing. Numerous bars along the street cater to aficionados and specialize in local brews, including Hamilton's Tavern, Toronado, Waypoint Public, Tiger!Tiger!, and Ritual Tavern. 30th Street also host"
2309481,Peaceful Bch Cottage Come Relax!,"My eclectic bohemian beach cottage is perfect for professional females who are looking for a safe, comfy and peaceful place to stay short/long term. If you love the beach and the healthy lifestyle it offers, come and stay!<br /><br /><b>The space</b><br />This space is an airy,  4BR beach cottage located in central OB. The room I've listed can accommodate 1-2 guests. The full-sized bed has a brand new mattress, as well as full closet and built in drawers for clothing.<br /><br />This space is dog  friendly, with dog doors and a secured yard for playing.  Please ask host for details.<br /><br /><b>Guest access</b><br />Guests are welcome to enjoy the living room with comfy over-sized chair and couches for lounging with a book, and an open-air, front porch lounge that can be used for reading and morning coffee as well.   OB is a very pedestrian and dog friendly town and my place is just a short walk to shops, restaurants and nightlife.<br /><br /><b>Other things to note</b><br />OB has a","Walking distance to private beaches, shopping and restaurants.  Centrally located and close to airport, theme parks, museums and theatres.<br /><br />For a short visit to San Diego, you can't find a better location than OB! I am situated 2 blocks east of Sunset Cliffs Blvd, (the main corridor in/out of OB), on a quiet residential street with ample free parking and friendly neighbors."
2310874,Beautiful Sunrise Condo,Enjoy the spectacular view of the bay in this second-story contemporary condo. Modern touches extend from the fully stocked gourmet kitchen with stainless steel appliances to the bathrooms to the entertainment system.<br /><br /><b>The space</b><br />Sleeping Layout<br />Master: King Bed<br />2nd Bedroom: Queen Bed & 2 Twin Beds<br /><br /><br />2 Bedrooms/ 2 Baths<br />Sleeps:6 and roughly 2100 Square Feet<br /><br /><b>Guest access</b><br />Parking: 1 Carport Parking Space<br /><br />*Fireplace <br />*Private Balcony Overlooking the  Bay<br />*High Speed Internet<br />*Gourmet Kitchen<br />*Washer/Dryer in Buidling<br />*1 Story<br /><br /><b>Other things to note</b><br />This property does not allow pets.<br />Must be 25 years to book.,This property is Bayfront in South Mission.
2320541,"Hidden jewel of SD! Private entrance, private bath","Located in the middle of San Diego, yet in an ""out of the way""  very safe neighborhood. <br />Backyard gate leads to a charming small canyon! Or you can just enjoy the canyon view from the deck :)<br />Plenty of free parking, with Downtown, Beaches, Sea World, Airport, Balboa Park, etc less than a 20 minute drive!<br />A wonderfully quiet pocket of SD, you'd never know you are in the center of a city....<br /><br />Centrally located, spacious and airy. Come enjoy your own little retreat! Private yard, private entrance.<br /><br /><b>The space</b><br />Just a 5 minute walk will get you to a bus that can take you to the Fashion Valley transit center in less than 15 minutes !<br /><br />I am a native Californian, very naturally laid back and easy going. I can have as little or as much interaction with guests as you would like. Over the years there have been guests that I have spoken with daily, while there have been equally as many  that I never once laid eyes on. It is all up to your pre","The neighborhood is quiet, residential, and yet borders on a canyon wilderness. 2 Blocks from public transportation and 10 minutes to five different major freeways that will take you to the beach, downtown or anywhere you'd like to go.<br />Also i should point out it is a VERY very safe neighborhood :) <br /><br />There is a delightful diversity of well rated Yelp cuisine with in walking distance as well. Be your taste Thai, Mexican, Sushi, or Americano. Plus a CVS for any basic needs."
2326348,Cozy Beach Bungalow..  50 Steps to Beach!,"Small but cozy 1BR beach house, just steps from the sand. Relax and enjoy the ocean breeze and daily sunset.<br /><br /><b>The space</b><br />Amazing location. Very clean and charming house.<br /><br /><b>Guest access</b><br />Washer/Dryer<br />58” Smart HDTV<br />ATT UVerse TV<br />Wifi<br />Bose speakers <br />King Size Bed<br />Cooking supplies<br /><br /><b>Other things to note</b><br />I do not have a designated parking spot.","All but one property on the street are full time residents. Our neighborhood takes great pride in our street. Everyone is very social, kind, and respectful.  I believe my home is located in a great central location.   Walking distance to coffee shops, restaurants, local shopping.  At the same time far enough away from the more tourist areas, and loud nightlife."
2343071,Private room and own bathroom.,"Great location in North Park! Convenient to all San Diego Locations.<br /><br /><b>The space</b><br />I have a nicely furnished guest bedroom available with a private newly remodeled guest bath, You will have access to the kitchen, living room, dining room. The house is  newly remodeled with hardwood floors.  Washer and dryer in the apartment.","Located on the border of North Park, the perfect spot to stay to be minutes from every major attraction in San Diego. North Park also has the best night life with hot new bars and restaurants within walking distance. The house is also only a couple minutes from Balboa Park, the Zoo and the Gaslamp district Downtown. During the day you can head to the beach or Sea World which are a short 10 min drive away. It is the perfect combination of daytime activities in San Diego and nighttime activities within walking distance. At night enjoy the craft beer and cocktails at Urban, Tiger Tiger, 7 Grand and many more. As well as delicious restaurants. No shortage of night life close by."
2360713,LA JOLLA RESORT STYLE LUXURY CONDO,"Regents La Jolla is beautifully situated in The Golden Triangle among multi-million dollar homes, world class shopping, pristine beaches, renowned institutions such as the Scripps Institution of Oceanography and Museum, fine restaurants and more!<br /><br /><b>The space</b><br />I extend you a very warm welcome and trust your stay with us will be both enjoyable and comfortable.<br /><br />Amenities,<br />Regents La Jolla is a luxury community that offers amenities that include a heated swimming pool with poolside cabanas, spa/hot tubs, barbecue areas, a movie theater, Club house, Library lounge with grand piano and fire place, 24-hour fitness center; ZUMBA, yoga, pilates, and bootcamp classes throughout the week with morning and evening sessions, 24-hour business center with Copy and Fax Services and more! k<br /><br />This brand new condominium 2 bedroom and 2 bath,fully stocked kitchen with bar, stainless steel appliances, brand new furniture and more... <br /><br />Our dedicated cle",It is a quite and beautiful neighborhood. Very peaceful and friendly.
2362084,Luxury Italian Style - Ocean Views,"Prime location just steps to the beach and beautiful Mission Bay! You'll love the views from one of the three balconies, especially the third story, ocean view, glassed in rooftop deck. Fully Furnished 3 bed/3 bath located just steps from the sand.<br /><br /><b>The space</b><br />This 3bd/3ba house will comfortably sleep 7-8 people. The downstairs floor has one bedroom with a large queen size bed, private full bathroom, and can be closed off from the rest of the home if needed. The second floor has the kitchen, dining room, and living room as well as the second bedroom.  It has a huge California King bed, and a bunk bed with a full mattress on the bottom with a twin on the top. The third, and top floor has a larger bedroom with a queen bed and a gorgeous master bathroom with a jacuzzi bathtub.   There is also a futon couch that can be unfolded into a bed as well.  The 3rd level room also has its own coffee maker, mini fridge and mini bar so you never have to come down from the serenit","The home is ideally located a short walking distance from the restaurants, bars, and great shopping in Mission and Pacific Beach.   Located in the fun and unique beach front community of Mission beach, this private 3-story home is the perfect spot for your next luxury getaway. You can't beat the location! In addition to the beaches, the home is just a 5 minute drive to Seaworld, a 10 minute drive to La Jolla/Torrey Pines, and a 15 minute drive to the downtown Gaslamp district and Convention Center.  "
2368033,"4 mi to UCSD, 2BDBA Condo,  6 mo min, no roommates","This quiet condo is already discounted by the local owner as our HOA encourages 6 month stays. Ideal for work from home, commute to La Jolla/ Sorrento Valley. (Please do not ask for an additional discounts.) Two Bedroom, two bath, near La Jolla, Scripps, UCSD.  Easy 1-level. Sorry community pool  is closed due to Covid. Smartly furnished, nice kitchen, all appliances, sunny and private.  Large TV,  strong Wi-fi. Mini crib available. Sorry we must stick with longer reservations.<br /><br /><b>The space</b><br />This central location is highly sought after, close to beach and freeways.  N. Clairemont,  UTC, La Jolla, UCSD, Mission Bay. One-level, 2 bed/bath, direct access from the garage. Sunny end-unit affords privacy, faces a beautiful green-belt, Master has pool view. Full-sized laundry, Dish Network,TV, Wi-Fi,  A/C. New IKEA kitchen.<br /><br /><b>Guest access</b><br />Your homeowner lives nearby and provides a copy of the community regs, keys, and 2 garage door openers.<br /><br /><","Located just South of  UCSD and  East of Mission Bay/ Pacific Beach. This monthly rental is centrally located and has easy access to highways.<br />Tecolote Open-Space trails are nearby, this is a great place to walk your dog or jog. Tenants will find the location to be close to  major shopping area with plenty of restaurants within 1/2 mile."
2378206,2 Bed North Park Getaway,"Our vacation apartment offers beautiful bamboo floors throughout, travertine bathrooms, stainless steel appliances, granite counter tops, custom recessed lighting, huge bright windows, etc. Fully stocked with kitchenware's, bath essentials.<br /><br /><b>Other things to note</b><br />Parking & Additional Access info – There is no assigned parking spot for this unit, so please park on the street. This is an urban residential street, so just follow street signs and you will find free parking within a block. Feel free to load and unload in front of the building, but please never leave cars unattended or they could be ticketed or towed.",
2577880,La Jolla Exquisite 1920's Estate,"Estate, 4 Bedrooms + Office, 5 Baths, (Sleeps 8)<br />Just moments from gorgeous beaches and the “village” of La Jolla sits this exquisite 1920’s historic Spanish hacienda. With stunning panoramic ocean vistas and beautifully manicured grounds.<br /><br /><b>The space</b><br />The hacienda is a 4 bedroom, 5 bathroom oasis surrounded by mature trees and landscaping.  The estate offers the total privacy of a true Spanish hacienda, and all the amenities of a luxury getaway.  Two private interior courtyards encourage outdoor living, dining, and total relaxation. The master courtyard has a built in tiled Jacuzzi and outdoor shower. A fully equipped kitchen, with commercial grade appliances, caters to any chef’s needs.   The dining room overlooking Scripps pier and Blacks beach provides a wonderful setting to entertain guests or enjoy a family meal. Guests can enjoy a number of outdoor terraces, a game room with pool table, a fitness center, and a private study. This unique property offers s","Minutes to the beaches, La Jolla Village, Torrey Pines Golf and Preserve, Zoo, Theme Parks, Downtown, & Airport!"
2579379,"Simple, yet cozy modern room","Modern, clean cozy room in a newly remodeled unit. This apartment is located in the heart of Bankers Hill. Conveniently located near Little Italy, Balboa Park, museums, zoo, the Gaslamp, the convention center, Seaport Village & other attractions. There's a trolley stop in Little Italy & Downtown, bus stop across the street.<br /><br /><b>The space</b><br />Guests may use common areas living room, dining room, kitchen, bathroom and washer/dryer.<br /><br /><b>Guest access</b><br />Guests will have access to balcony with small table and chairs. There is also another balcony accessible from living room sliding door.",
2582718,Cozy Studio/Flat Steps to Ocean745.5- Sleeps 2 BBQ,"Note: All guests will need to agree and sign the terms stated in Rules below when they make reservation. A Confirmation Contract and Reservation Request Form will be emailed and must be completed and returned.  Also we require guest(s) to show Identification when checking in. Subleasing, Parties, Smoking and Pets are Prohibited.<br /><br /><b>The space</b><br />IN INQUIRY: Include # of ADULTS & CHILDREN PLEASE.<br /><br />This Property is Exclusively Managed by: <br />Mission Beach Management <br />747 1/2 San Fernando Place <br />San Diego, CA 92109<br /><br />*- Utilities included in Price<br />**- Security Deposit Required for reservations longer than one month.<br /><br />Property Address:<br />745 1/2 San Fernando Place<br />San Diego, CA 92109<br /><br />One Block to Ocean and One Block to Bay in Secluded South Mission Beach. Stay here with us to enjoy the beach and bay away from the crowds. Restaurants, Markets, Rentals Amusement park, Indoor Pool and Health Club are within walk",
2584208,Private Rm  Exquisite 1920s Estate,"Just moments from gorgeous beaches and the “village” of La Jolla sits this exquisite 1920’s historic Spanish hacienda. With stunning panoramic ocean vistas and beautifully manicured grounds.<br /><br /><b>The space</b><br />The hacienda estate is a 4 bedroom, 5 bathroom oasis surrounded by mature trees and landscaping.  The estate offers the total privacy of a true Spanish hacienda, and all the amenities of a luxury getaway.  Two private interior courtyards encourage outdoor living, dining, and total relaxation.  A fully equipped kitchen, with commercial grade appliances, caters to any chef’s needs.   Guests can enjoy a number of outdoor terraces, a game room with pool table, a fitness center, and a private study. This unique property offers something for everyone and is sure to please. Visit La Jolla today and enjoy a one of a kind experience at this luxurious private estate.<br /><br /><b>Guest access</b><br />In addition to bedroom and bathroom, please enjoy the Living Room, Dining ","Minutes to the beaches, La Jolla Village, Torrey Pines Golf and Preserve, Zoo, Theme Parks, Downtown, & Airport!"
2590556,P BEACH  Special Offer Ocean View,"We have instituted Airbnb’s suggested cleaning protocols in response to Covid19. <br /><br />Great deal! Awesome second floor one bedroom (queen) unit w/oceanview & use of roof top deck. Two new leather couches that fold out to sleeper sofas. Quiet neighborhood, walk to Beach and Bay.  Has 60 inch flat screen tv, bamboo floors, and lots of light as no common walls. Rooftop deck is amazing!<br /><br /><b>The space</b><br />We have instituted Airbnb’s suggested cleaning protocols in response to Covid19. <br /><br />This particular gem is a one bedroom that is on the second floor and is a back unit.  There are no common walls, so it is your vacation dream in the sky with views in all four directions.  The roof top deck is the same 750 square foot, footprint as the unit.  Roof top deck has dining and seating areas. It has a great galley kitchen, fridge, convection oven,stove, and microwave.  There is also the roof top kitchen!  Comes with sleeper mats for extra guests or kids,  or combine ","I love that you can walk to anything of interest in Pacific Beach, including the beach and the bay.  It is quiet here and there is a great sea breeze to keep you cool.  Much fun can be had when taking the bikes and going to the beach for volleyball, boogie boarding or just walking/riding the board walk."
2592850,Beachy Garden Oasis in OB,"Want to stay at a mini garden Oasis in the low key part of Ocean Beach? This rustic-chic abode is the place for you! Fresh garden fruit and veggies and plenty of color and light make just the right place to rejuvenate in breezy San Diego. We have an organic garden, fruit trees, chickens, and honey bees! We're just a quick drive or a relaxing walk from the ocean.<br /><br /><b>The space</b><br />Our ocean breezy cozy house in Ocean Beach/Point Loma is also an urban farm of sorts! We have chickens, fruit trees, a bee hive (don't worry you wont even see them) and a large veggie garden which you are welcome to eat from. The eclectic house has 5 rooms which includes a fully stocked kitchen, two bedrooms, one private bathroom and a living room.  We actually live here part time and the rest of the time we're out cruising in an RV.<br /><br /><b>Guest access</b><br />Filtered water, coffee, tea, bedding for extra bed, clean towels and sheets are provided. Wireless internet and a large screen T","Our house sits on the top of a breezy sunny hill in Ocean Beach in Beautiful San Diego, very close to Sunset Cliffs, Pacific Beach and the San Diego Bay. Ocean Beach is known for its laid back attitude, things to do include: walk the strip on Newport Ave, Hike on sunset Cliffs, Hang on the beach, enjoy the sunset, walk the pier, get a famous fish taco at South Beach or enjoy the local night life.  If you wish to enjoy the local nightlife Newport Ave. is just a 3 minute cab ride or 20 minute walk down the hill...but you have to walk back up!"
2593335,"Separate private studio/own bath, ocean view","Separate studio with queen bed/bath, kitchenette (fridge/hot plates) cooking utensils, microwave, toaster oven, coffee machine, 40"" TV, Wi-Fi. Complementary goodies for continental breakfast for first days. 240V for an electric car to plug in.  Enjoy sunsets from the balcony.<br /><br /><b>The space</b><br />Our house is located in the Muirlands, a  very private and quiet neighborhood. The studio with kitchenette has a separate entrance. It is small (250sqft) but well designed. It also has it's own balcony with ocean view. We have a microwave, toaster oven, pots & pans, and coffee machine in the unit. In the fridge you will find some essentials such as juice, milk, butter, cream cheese, and some bagels or rolls for your first day. A fruit plate, some snacks, coffee and tea are included. We also have a freezer which is outside with extra ice. It also can be used to keep ice cream etc. A fan or heater is available, if needed.  There is off street parking for our guests. No smoking inside","It is very quiet in the Moorlands and it is a very safe area. We are about 1 mile from the famous Windansea Beach  and 1.5 miles from downtown La Jolla  with lots of restaurants. At the  Cove and Children's Pool (2 mi)  you can see lots of sea life. La Jolla Shores (3 mi) is good for surfing, kayaking, swimming or walking along the beach. From the top of Mount Soledad (3/4 mi) one can enjoy a breathtaking 360' view of our beautiful city. We also have an outdoor shower for rinsing off the sand from the beach. Thanks for being considerate."
2594607,Ocean View Beach House w/AC *CDC Enhanced Cleaning,"Our Beach House is spacious at 1200 sqft. with 16 ft. vaulted ceilings, 2nd story, 2BR/2BA Ocean View, plus 2 sun decks, and parking for 2 cars.  Located at the Southern border of La Jolla, in a unique North Pacific Beach neighborhood, next to the water, at Law St Beach!  Just a 2-3 minute walk to the sand.<br /><br />We are Dog Friendly and perfect for families, or Friends ( up to 6 people ) who want to be able to walk to the beach,  walk or bike to restaurants, shops, and markets.<br />Yes... we have A/C<br /><br /><b>The space</b><br />Our location is perfect... close to everything the beach has to offer, while at the same time, our little neighborhood is quietly removed from the hubs of activity for a great night's sleep. You will hear the waves breaking, and be enveloped by the sea breezes. <br /><br />    *FYI...    We follow CDC and local S.D. County Health Dept. cleaning and disinfecting guidelines... We require a minimum 24 hour wait period between reservations. This includes ","Your Beach House is close to everything the beach has to offer, while at the same time, our little neighborhood is quietly removed from the hubs of activity. After a day of relaxing at the Beach or sitting on your shaded deck, watching the world pass as the ocean breezes drift by, you can take a Boardwalk stroll or Bike ride (we supply the bikes). Check the sunset at the park out front, and head out to one of our many nearby restaurants...  (we send our recommendations .) You always have the option to light up the BBQ  and enjoy the great ocean view kitchen we have provided...just hang out at the house, or head out for nightlife.  Choices are yours... you can't loose."
2598921,Contemporary East Village Loft,"This East Village loft is near the Convention Center, Petco Park and the Gaslamp.  This studio was decorated by a local interior design firm and is the perfect getaway - clean, stylish, comfortable and quiet.<br /><br /><b>The space</b><br />This East Village loft is near the Convention Center, Petco Park and the Gaslamp.  This studio was decorated by a local interior design firm and is the perfect getaway - clean, stylish, comfortable and quiet.  <br /><br />- free parking included<br />- hardwood floors<br />- custom wall tiles<br />- 42"" plasma TV<br />- Netflix and Att TV - formerly “DirectTV Now”<br />- Apple TV<br />- wifi<br />- Cal King bed+ full size pull out bed<br />- stainless steel appliances (and dishwasher)<br />- washer/dryer in the condo<br />- ceiling fan<br />- AC<br /><br />• Underground gated secure parking <br />• Secure elevator and front door access via key fob <br />• Gym on 1st parking lot level <br />• Kitchenware/appliances <br />• Washer/dryer<br /><br />I'","East Village is a very safe and vibrant area.  It's close to Petco Park, the Gaslamp District and the Convention Center.  You're within a 1-5 min walk to coffee, bagels, breakfast, bars, bowling, the bay, Gaslamp, the library, trolley station and much more."
2601234,Downtown San Diego Gaslamp Studio,"Right in the heart of the Gaslamp District.  Short walking distance to all of the downtown attractions like baseball, convention center and restaurants.  9th Floor with a balcony view.  Pool, Hot Tub, Gym. Parking.  50"" HDTV.  Cable not included but chrome stick with TV so you can order streaming cable, netflix, etc.",
2606578,Central San Diego Location: Private Patio & AC,"You will love our detached updated studio and private entrance and patio.  The studio is fenced off from the main residence allowing guests their privacy and plenty of room for social distancing. Located in the historic North Park neighborhood in the heart of San Diego, just north of Balboa Park. Under a mile to the San Diego Zoo and all the Balboa Park Museums. Beach less than 15 min away.<br /><br /><b>The space</b><br />This is a private detached studio apartment with a full bathtub/shower with its own private entrance, patio and parking space.  It is fenced off from the main residence.<br /><br />You have your own locked entrance to the studio off the side street. The fence can be rolled open and you can park your car within the patio if you wish. There is plenty of free street parking.<br /><br />A 10’ privacy fence separates the studio/patio from our backyard and house.   <br /><br />Your space is private, but you may be able to hear us on occasion as we are just next door.  <br ","The Suite is located in North Park. The North Park neighborhood is home to Craftsman cottages, wide variety of excellent restaurants, coffee shops, several microbreweries, and shops. <br /><br />North Park has a quiet neighborhood feel right in the middle of the city. 10-15 minutes from all major San Diego must see spots."
2607752,Cozy Studio with Private Patio on a Canyon in Mission Hills,The double pairs of French doors lead directly from the European style bedroom to a private patio. Sit back and relax in the breeze with a book and a cold beverage. Fire up the barbecue or take a short stroll and admire sweeping views into the canyon.,"The studio in a historic neighborhood on a quiet street, and is walking distance to great restaurants, coffee shops, and stores. It is only a 10-minute drive to most attractions in San Diego, such as the beaches, Sea World, the Zoo, and downtown."
2620322,South Mission Beach Zen-Like Studio,This fully furnished second story South Mission bayside studio offers relaxed beach living. This studio sleeps 2 (Queen Bed) & 2 Boogie Boards are provided; private off street parking; steps to the bay and short stroll to the beach.<br /><br /><b>Guest access</b><br />Guests will have access to private off-street parking; and two boogie boards.  There is also a small patio with a grill.,
2633036,Elegant medditreannean Studio by SDSU & Stadium,"Charming private studio apartment (guesthouse) near SDSU, centrally located in the neighborhood of El Cerrito/College Area in San Diego, 20 mins to  (Sea World, Comic-Con,North Park,South Park, Hillcrest, beaches, downtown). The studio is a separate unit from the main house, and it has it's own private entrance, bathroom and kitchen with a comfortable queen bed. The neighborhood (El Cerrito) is very quiet and quaint near San Diego State University (SDSU) ,Cal Coast Amphitheater & the stadium.<br /><br /><b>The space</b><br />**Please read entire listing and all notes/rules.**<br />The studio is spacious, we just remodeled it completely and bought brand new furniture. It's more like a very nice hotel suite.  <br />**Street Parking only** There is always street parking available, the street can be busy every once in awhile, but you will find parking Follow parking rules: cramp your wheels to the curb if you're on downhill and fold your mirrors. <br />The space is perfect for couples who ","EL Cerrito /College area is a very unique part of  San Diego. We have couple of nice restaurants and little local coffee shops.  the Neighborhood is centrally located, you can go anywhere fairly quickly (15-20 mins based on traffic): downtown, beaches, stadium, sea world, comic-con. We're  located by San Diego State University (SDSU, Go Aztects !) and Cal Coast Credit Union Amphitheater. In addition, the Stadium is 5 miles away.<br /><br />North Park, South Park, Normal Heights are also nearby (10-15 minutes depending on traffic).<br /><br />La Jolla, Coronado , TJ, Mexico, are 25-30 minutes away."
